,Ind,Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Asset Volume,Ignore
2020-03-17 19:47:21.193455246,492,1584504000000.0,0.021773,0.021998,0.02168,0.021799,54825.675,1584518399999.0,1197.90470186,20348.0,29928.499,654.05138916,0.0
2020-03-17 23:47:26.968238691,493,1584518400000.0,0.021799,0.02203,0.021714,0.021939,63636.831,1584532799999.0,1392.63403489,22954.0,37719.617,825.46740128,0.0
2020-03-18 03:47:32.743022137,494,1584532800000.0,0.02194,0.021989,0.021599,0.021737,114344.091,1584547199999.0,2490.78773642,32860.0,56888.692,1238.66245629,0.0
2020-03-18 07:47:38.517805582,495,1584547200000.0,0.021738,0.021958,0.021692,0.02178,65538.178,1584561599999.0,1429.99149312,21836.0,30844.495,673.31822092,0.0
2020-03-18 11:47:44.292589028,496,1584561600000.0,0.02178,0.021948,0.021685,0.02189,27465.455,1584575999999.0,598.41348359,14510.0,12264.932,267.31929514,0.0
2020-03-18 15:47:50.067372474,497,1584576000000.0,0.021893,0.022022,0.021837,0.021926,45735.255,1584590399999.0,1003.52593519,28348.0,20286.232,445.185695,0.0
2020-03-18 19:47:55.842155919,498,1584590400000.0,0.021927,0.022118,0.021808,0.021951,37342.16,1584604799999.0,819.65618531,24858.0,18547.182,407.20147894,0.0
2020-03-18 23:48:01.616939365,499,1584604800000.0,0.021952,0.02222,0.02191,0.022038,117279.761,1584619199999.0,2589.51271223,34617.0,59096.767,1305.58232462,0.0
2020-03-19 03:48:07.391722811,500,1584619200000.0,0.022038,0.0223,0.021563,0.02171,99281.857,1584633599999.0,2175.43250875,44099.0,41706.444,914.08696119,0.0
2020-03-19 07:48:13.166506256,501,1584633600000.0,0.021709,0.022286,0.021674,0.021903,140097.334,1584647999999.0,3079.28929642,56717.0,70580.732,1552.77023704,0.0
2020-03-19 11:48:18.941289702,502,1584648000000.0,0.021902,0.022353,0.021885,0.022124,65639.777,1584662399999.0,1450.39082834,30869.0,42694.095,943.43994418,0.0
2020-03-19 15:48:24.716073147,503,1584662400000.0,0.02212,0.022377,0.021881,0.021889,52180.873,1584676799999.0,1152.82345233,27381.0,18003.048,398.18872773,0.0
2020-03-19 19:48:30.490856593,504,1584676800000.0,0.021889,0.022165,0.02186,0.022114,53983.938,1584691199999.0,1190.81738638,23181.0,31791.333,701.68767817,0.0
2020-03-19 23:48:36.265640039,505,1584691200000.0,0.022113,0.02277,0.02171,0.021873,150596.886,1584705599999.0,3333.09857018,69878.0,64889.053,1437.96198172,0.0
2020-03-20 03:48:42.040423484,506,1584705600000.0,0.021873,0.021922,0.021235,0.021582,69799.234,1584719999999.0,1506.85293803,45184.0,31890.695,688.51805701,0.0
2020-03-20 07:48:47.815206930,507,1584720000000.0,0.021585,0.021748,0.021071,0.021218,62902.019,1584734399999.0,1350.28499512,39412.0,32885.377,705.93301503,0.0
2020-03-20 11:48:53.589990376,508,1584734400000.0,0.021218,0.021593,0.020427,0.021498,99163.317,1584748799999.0,2089.10172634,63718.0,47463.015,1000.88034227,0.0
2020-03-20 15:48:59.364773821,509,1584748800000.0,0.021497,0.021574,0.021225,0.021432,39129.705,1584763199999.0,838.84018514,22216.0,22462.862,481.69160594,0.0
2020-03-20 19:49:05.139557267,510,1584763200000.0,0.021436,0.021545,0.021111,0.021324,34797.778,1584777599999.0,743.50586161,19619.0,15087.983,322.32706293,0.0
2020-03-20 23:49:10.914340712,511,1584777600000.0,0.021325,0.021568,0.021258,0.021345,30763.873,1584791999999.0,658.84124514,22097.0,15198.392,325.57890781,0.0
2020-03-21 03:49:16.689124158,512,1584792000000.0,0.02134,0.02148,0.021205,0.02139,26804.804,1584806399999.0,572.25436944,22454.0,13166.168,281.17460317,0.0
2020-03-21 07:49:22.463907604,513,1584806400000.0,0.021389,0.02148,0.021208,0.021348,32065.016,1584820799999.0,684.70410205,18975.0,16444.084,351.43637513,0.0
2020-03-21 11:49:28.238691049,514,1584820800000.0,0.021343,0.021582,0.02122,0.021434,46409.674,1584835199999.0,993.90918361,20371.0,27056.586,579.9004757,0.0
2020-03-21 15:49:34.013474495,515,1584835200000.0,0.021433,0.021527,0.021303,0.021407,26036.915,1584849599999.0,556.6261764,14862.0,11645.288,249.03535809,0.0
2020-03-21 19:49:39.788257940,516,1584849600000.0,0.0214,0.021457,0.02132,0.021368,24350.441,1584863999999.0,520.21551271,11253.0,7912.532,169.19449912,0.0
2020-03-21 23:49:45.563041386,517,1584864000000.0,0.021368,0.021384,0.02119,0.021278,23851.153,1584878399999.0,507.41609989,14607.0,13945.53,296.76480102,0.0
2020-03-22 03:49:51.337824832,518,1584878400000.0,0.021269,0.021335,0.020956,0.021062,51174.297,1584892799999.0,1084.95134397,29393.0,26802.641,568.46344327,0.0
2020-03-22 07:49:57.112608277,519,1584892800000.0,0.021057,0.021112,0.020813,0.020919,30365.947,1584907199999.0,636.02401446,20793.0,17114.919,358.45073602,0.0
2020-03-22 11:50:02.887391723,520,1584907200000.0,0.020922,0.021096,0.020858,0.021026,32092.957,1584921599999.0,673.42244971,22572.0,16302.309,342.2067762,0.0
2020-03-22 15:50:08.662175169,521,1584921600000.0,0.021029,0.02114,0.02088,0.021021,34957.169,1584935999999.0,735.68598549,17206.0,18238.141,383.98129466,0.0
2020-03-22 19:50:14.436958614,522,1584936000000.0,0.021028,0.021236,0.021027,0.021126,16704.93,1584950399999.0,353.30789829,12146.0,8957.814,189.47886117,0.0
2020-03-22 23:50:20.211742060,523,1584950400000.0,0.021129,0.021234,0.020942,0.021016,22471.206,1584964799999.0,473.26600499,15937.0,10201.705,214.93140903,0.0
2020-03-23 03:50:25.986525505,524,1584964800000.0,0.021011,0.021327,0.020616,0.020772,106862.31,1584979199999.0,2236.94970825,50951.0,49700.468,1041.9767884,0.0
2020-03-23 07:50:31.761308951,525,1584979200000.0,0.020773,0.020876,0.020685,0.020761,22060.938,1584993599999.0,458.13836913,15108.0,10561.958,219.38273105,0.0
2020-03-23 11:50:37.536092397,526,1584993600000.0,0.020757,0.021025,0.02046,0.02101,30848.171,1585007999999.0,637.99380739,21564.0,16448.972,340.42764413,0.0
2020-03-23 15:50:43.310875842,527,1585008000000.0,0.021016,0.021024,0.020469,0.020536,32614.458,1585022399999.0,672.71587249,21446.0,14452.184,298.04440537,0.0
2020-03-23 19:50:49.085659288,528,1585022400000.0,0.020534,0.020796,0.02052,0.020662,25800.235,1585036799999.0,534.23861154,16999.0,12055.988,249.65683975,0.0
2020-03-23 23:50:54.860442734,529,1585036800000.0,0.02066,0.021137,0.020582,0.020899,76646.049,1585051199999.0,1600.68135459,36591.0,38812.566,811.30560736,0.0
2020-03-24 03:51:00.635226179,530,1585051200000.0,0.0209,0.020937,0.020598,0.020638,37083.587,1585065599999.0,769.05962949,24548.0,17342.976,359.76807379,0.0
2020-03-24 07:51:06.410009625,531,1585065600000.0,0.020638,0.020866,0.020511,0.020812,32168.924,1585079999999.0,665.16104018,18184.0,21059.118,435.88193332,0.0
2020-03-24 11:51:12.184793070,532,1585080000000.0,0.020811,0.020811,0.020511,0.020529,27255.191,1585094399999.0,562.74599267,14017.0,9137.037,188.49266498,0.0
2020-03-24 15:51:17.959576516,533,1585094400000.0,0.020526,0.021083,0.020522,0.02076,36687.824,1585108799999.0,764.31783327,20059.0,18532.254,386.2407691,0.0
2020-03-24 19:51:23.734359962,534,1585108800000.0,0.020752,0.020779,0.020641,0.020707,18724.631,1585123199999.0,387.64017497,12946.0,8006.264,165.78184311,0.0
2020-03-24 23:51:29.509143407,535,1585123200000.0,0.020712,0.020733,0.020392,0.020595,77640.198,1585137599999.0,1597.86757577,30531.0,39377.086,810.55724099,0.0
2020-03-25 03:51:35.283926853,536,1585137600000.0,0.020596,0.020616,0.020315,0.02047,48219.707,1585151999999.0,986.12881288,23345.0,23438.148,479.46899262,0.0
2020-03-25 07:51:41.058710299,537,1585152000000.0,0.020477,0.020576,0.020356,0.0205,21082.041,1585166399999.0,431.22837059,12319.0,10666.005,218.2210167,0.0
2020-03-25 11:51:46.833493744,538,1585166400000.0,0.020499,0.020534,0.020302,0.020377,24671.322,1585180799999.0,502.68788488,15876.0,11600.706,236.40174641,0.0
2020-03-25 15:51:52.608277190,539,1585180800000.0,0.020377,0.020397,0.020277,0.02037,25476.458,1585195199999.0,518.0973517,13955.0,13151.229,267.47473166,0.0
2020-03-25 19:51:58.383060635,540,1585195200000.0,0.02037,0.020533,0.020271,0.020467,37318.142,1585209599999.0,762.64305325,18898.0,16751.004,342.37598619,0.0
2020-03-25 23:52:04.157844081,541,1585209600000.0,0.020467,0.020467,0.020373,0.020385,17643.137,1585223999999.0,360.26587151,12733.0,7445.228,152.03900718,0.0
2020-03-26 03:52:09.932627527,542,1585224000000.0,0.02038,0.0205,0.020288,0.020343,34142.234,1585238399999.0,695.56899616,19343.0,17513.933,356.85938479,0.0
2020-03-26 07:52:15.707410972,543,1585238400000.0,0.020342,0.020342,0.02022,0.02029,29505.186,1585252799999.0,598.09599097,23920.0,15553.384,315.30258448,0.0
2020-03-26 11:52:21.482194418,544,1585252800000.0,0.02029,0.020655,0.020191,0.020546,51750.902,1585267199999.0,1054.66154964,26264.0,27337.61,557.43502932,0.0
2020-03-26 15:52:27.256977863,545,1585267200000.0,0.020548,0.020711,0.020382,0.020507,52976.441,1585281599999.0,1086.45534371,20123.0,19204.032,394.2106397,0.0
2020-03-26 19:52:33.031761309,546,1585281600000.0,0.020507,0.020641,0.02045,0.020508,29441.597,1585295999999.0,604.72863421,15933.0,13252.691,272.29089575,0.0
2020-03-26 23:52:38.806544755,547,1585296000000.0,0.020512,0.020531,0.020387,0.020504,29419.215,1585310399999.0,601.67737089,14959.0,13469.738,275.49497816,0.0
2020-03-27 03:52:44.581328200,548,1585310400000.0,0.020504,0.020562,0.02038,0.020538,24397.86,1585324799999.0,499.12912096,14410.0,11472.315,234.74852047,0.0
2020-03-27 07:52:50.356111646,549,1585324800000.0,0.020536,0.020638,0.020468,0.020533,24905.352,1585339199999.0,511.59973089,13667.0,9559.159,196.38475979,0.0
2020-03-27 11:52:56.130895092,550,1585339200000.0,0.020537,0.020777,0.020299,0.020648,47117.115,1585353599999.0,968.76809991,20315.0,21051.078,433.19006347,0.0
2020-03-27 15:53:01.905678537,551,1585353600000.0,0.020647,0.020735,0.02055,0.020614,46318.741,1585367999999.0,955.28327015,22557.0,24197.456,499.15564355,0.0
2020-03-27 19:53:07.680461983,552,1585368000000.0,0.020615,0.020817,0.02057,0.020707,44317.509,1585382399999.0,918.87262454,14787.0,19621.975,406.84190109,0.0
2020-03-27 23:53:13.455245428,553,1585382400000.0,0.020706,0.02073,0.020521,0.020522,44576.272,1585396799999.0,918.05364195,15590.0,23642.001,487.11168981,0.0
2020-03-28 03:53:19.230028874,554,1585396800000.0,0.020522,0.020681,0.020506,0.020615,31102.237,1585411199999.0,640.12690343,13219.0,17364.147,357.3947508,0.0
2020-03-28 07:53:25.004812320,555,1585411200000.0,0.02061,0.020775,0.020534,0.02066,41057.601,1585425599999.0,848.15038184,17069.0,19680.129,406.808658,0.0
2020-03-28 11:53:30.779595765,556,1585425600000.0,0.02066,0.02135,0.020654,0.020996,63055.882,1585439999999.0,1321.37608963,23766.0,37223.415,779.75651709,0.0
2020-03-28 15:53:36.554379211,557,1585440000000.0,0.020997,0.02125,0.020876,0.020945,17767.738,1585454399999.0,372.55816438,10209.0,8373.751,175.75503342,0.0
2020-03-28 19:53:42.329162657,558,1585454400000.0,0.020944,0.02106,0.020923,0.021042,14772.41,1585468799999.0,310.3581201,8606.0,4723.634,99.20608416,0.0
2020-03-28 23:53:48.103946102,559,1585468800000.0,0.021042,0.021102,0.020977,0.021043,24392.481,1585483199999.0,513.33230386,10893.0,12082.043,254.19304937,0.0
2020-03-29 03:53:53.878729548,560,1585483200000.0,0.021044,0.021098,0.020954,0.021049,20022.369,1585497599999.0,421.2622458,11843.0,8907.549,187.42843762,0.0
2020-03-29 07:53:59.653512993,561,1585497600000.0,0.021048,0.021214,0.020868,0.021168,45094.069,1585511999999.0,949.59033134,18650.0,26824.616,565.18507348,0.0
2020-03-29 11:54:05.428296439,562,1585512000000.0,0.021168,0.021274,0.021057,0.021158,29891.248,1585526399999.0,632.60782707,12656.0,13150.097,278.43498681,0.0
2020-03-29 15:54:11.203079885,563,1585526400000.0,0.021158,0.021299,0.021085,0.021126,24793.064,1585540799999.0,525.05962008,10365.0,11938.644,252.926464,0.0
2020-03-29 19:54:16.977863330,564,1585540800000.0,0.021125,0.021206,0.020777,0.020821,60340.391,1585555199999.0,1263.60089063,20358.0,25180.926,527.43903796,0.0
2020-03-29 23:54:22.752646776,565,1585555200000.0,0.020829,0.021039,0.020802,0.020996,35702.172,1585569599999.0,746.6396616,16656.0,18663.568,390.49083351,0.0
2020-03-30 03:54:28.527430222,566,1585569600000.0,0.020996,0.02104,0.020768,0.020827,34576.681,1585583999999.0,722.46474693,16516.0,13076.613,273.19840552,0.0
2020-03-30 07:54:34.302213667,567,1585584000000.0,0.020828,0.020896,0.020736,0.020759,20939.261,1585598399999.0,435.77506979,13964.0,10649.889,221.70662645,0.0
2020-03-30 11:54:40.076997113,568,1585598400000.0,0.020762,0.020773,0.02046,0.020657,58417.781,1585612799999.0,1203.47391899,18715.0,27876.183,574.34581332,0.0
2020-03-30 15:54:45.851780558,569,1585612800000.0,0.020659,0.020668,0.020422,0.020519,29533.067,1585627199999.0,606.74563345,14503.0,13927.853,286.19775693,0.0
2020-03-30 19:54:51.626564004,570,1585627200000.0,0.020515,0.020526,0.020406,0.020465,17576.48,1585641599999.0,359.68658665,12869.0,7768.709,159.00404126,0.0
2020-03-30 23:54:57.401347450,571,1585641600000.0,0.020468,0.02068,0.020415,0.020642,36801.632,1585655999999.0,757.26388805,16342.0,21565.048,443.80107101,0.0
2020-03-31 03:55:03.176130895,572,1585656000000.0,0.020648,0.020698,0.020491,0.020567,27752.258,1585670399999.0,571.04109534,11818.0,10295.758,211.84269019,0.0
2020-03-31 07:55:08.950914341,573,1585670400000.0,0.020571,0.020647,0.020514,0.020615,15455.037,1585684799999.0,317.91393772,9173.0,7326.464,150.76004459,0.0
2020-03-31 11:55:14.725697787,574,1585684800000.0,0.020614,0.020851,0.020614,0.020704,40603.858,1585699199999.0,843.2555051,13496.0,22288.268,462.86923559,0.0
2020-03-31 15:55:20.500481232,575,1585699200000.0,0.020706,0.020964,0.020693,0.020867,38553.834,1585713599999.0,805.84584898,12425.0,22287.139,465.81729891,0.0
2020-03-31 19:55:26.275264678,576,1585713600000.0,0.020867,0.020992,0.020867,0.020918,19741.403,1585727999999.0,413.58817348,9928.0,8841.262,185.22015317,0.0
2020-03-31 23:55:32.050048123,577,1585728000000.0,0.020922,0.021011,0.020875,0.021011,21563.872,1585742399999.0,451.66291133,11163.0,10526.714,220.51768747,0.0
2020-04-01 03:55:37.824831569,578,1585742400000.0,0.02101,0.021156,0.020994,0.02104,31360.862,1585756799999.0,661.09705099,14162.0,17466.648,368.26881009,0.0
2020-04-01 07:55:43.599615015,579,1585756800000.0,0.021039,0.02106,0.02084,0.020946,37377.281,1585771199999.0,781.54173586,13033.0,20709.932,433.1284934,0.0
2020-04-01 11:55:49.374398460,580,1585771200000.0,0.020947,0.020947,0.02039,0.02042,81956.544,1585785599999.0,1687.07026132,26493.0,34924.12,718.61574618,0.0
2020-04-01 15:55:55.149181906,581,1585785600000.0,0.020422,0.020651,0.02042,0.020629,33772.396,1585799999999.0,694.44492781,14716.0,13019.447,267.88287502,0.0
2020-04-01 19:56:00.923965351,582,1585800000000.0,0.020633,0.020689,0.020575,0.020675,14921.123,1585814399999.0,307.87653424,9537.0,6421.802,132.53144807,0.0
2020-04-01 23:56:06.698748797,583,1585814400000.0,0.020668,0.020688,0.020574,0.020584,20628.319,1585828799999.0,425.60524556,11727.0,8621.94,177.93778685,0.0
2020-04-02 03:56:12.473532243,584,1585828800000.0,0.020584,0.020636,0.020445,0.020472,41355.164,1585843199999.0,849.18747619,18505.0,17246.743,354.26932825,0.0
2020-04-02 07:56:18.248315688,585,1585843200000.0,0.020471,0.021112,0.020451,0.020705,138535.659,1585857599999.0,2869.08448469,48744.0,67210.628,1393.0640038,0.0
2020-04-02 11:56:24.023099134,586,1585857600000.0,0.020703,0.020922,0.020697,0.020797,43372.776,1585871999999.0,902.95040056,17496.0,25942.498,540.23430085,0.0
2020-04-02 15:56:29.797882580,587,1585872000000.0,0.020797,0.020921,0.020757,0.020877,45008.115,1585886399999.0,939.87719799,12219.0,34736.072,725.4997311,0.0
2020-04-02 19:56:35.572666025,588,1585886400000.0,0.020869,0.021007,0.020837,0.020864,30225.016,1585900799999.0,631.83930911,13960.0,17108.642,357.72709336,0.0
2020-04-02 23:56:41.347449471,589,1585900800000.0,0.020865,0.02093,0.02076,0.02086,35090.721,1585915199999.0,731.52689622,15208.0,19678.523,410.44692408,0.0
2020-04-03 03:56:47.122232916,590,1585915200000.0,0.020865,0.021057,0.020811,0.021056,38756.457,1585929599999.0,810.80665317,17517.0,22322.538,467.28735296,0.0
2020-04-03 07:56:52.897016362,591,1585929600000.0,0.021056,0.021077,0.020813,0.021018,37063.612,1585943999999.0,775.8055782,16269.0,15506.996,324.54005183,0.0
2020-04-03 11:56:58.671799808,592,1585944000000.0,0.021021,0.021068,0.020927,0.02099,23114.934,1585958399999.0,485.04180376,11091.0,11933.399,250.49154159,0.0
2020-04-03 15:57:04.446583253,593,1585958400000.0,0.020992,0.021021,0.020816,0.02087,18907.729,1585972799999.0,395.54718159,9841.0,9414.446,197.04520344,0.0
2020-04-03 19:57:10.221366699,594,1585972800000.0,0.020869,0.020988,0.020813,0.020954,17087.502,1585987199999.0,357.11746791,9370.0,9031.651,188.85003736,0.0
2020-04-03 23:57:15.996150145,595,1585987200000.0,0.020953,0.02105,0.020847,0.021021,42062.256,1586001599999.0,881.5181865,17026.0,21147.851,443.29934922,0.0
2020-04-04 03:57:21.770933590,596,1586001600000.0,0.021023,0.021152,0.020981,0.021146,26964.681,1586015999999.0,568.40275919,11181.0,15268.607,321.8716148,0.0
2020-04-04 07:57:27.545717036,597,1586016000000.0,0.021148,0.021229,0.02108,0.021169,37263.92,1586030399999.0,788.7622339,13753.0,16120.808,341.30818238,0.0
2020-04-04 11:57:33.320500481,598,1586030400000.0,0.021173,0.021202,0.02085,0.021015,57048.079,1586044799999.0,1196.8899792,17207.0,27144.218,569.74218545,0.0
2020-04-04 15:57:39.095283927,599,1586044800000.0,0.021015,0.021199,0.020999,0.021172,20433.584,1586059199999.0,431.47570614,9583.0,10151.981,214.40807425,0.0
2020-04-04 19:57:44.870067373,600,1586059200000.0,0.021167,0.021177,0.020994,0.021066,13594.127,1586073599999.0,286.50297359,7962.0,6840.903,144.13326283,0.0
2020-04-04 23:57:50.644850818,601,1586073600000.0,0.021067,0.021103,0.021002,0.021084,14174.187,1586087999999.0,298.52983435,9448.0,6010.14,126.59465035,0.0
2020-04-05 03:57:56.419634264,602,1586088000000.0,0.021091,0.021193,0.021078,0.021172,18121.01,1586102399999.0,383.1179777,10085.0,7485.074,158.24624081,0.0
2020-04-05 07:58:02.194417710,603,1586102400000.0,0.021175,0.021178,0.020966,0.021087,35724.218,1586116799999.0,752.77518489,14033.0,17106.831,360.57384886,0.0
2020-04-05 11:58:07.969201155,604,1586116800000.0,0.021084,0.021131,0.02102,0.021063,10809.353,1586131199999.0,227.75091843,7046.0,5124.576,108.00566181,0.0
2020-04-05 15:58:13.743984601,605,1586131200000.0,0.021068,0.021124,0.021013,0.021051,12793.771,1586145599999.0,269.46600751,8531.0,5489.32,115.65120959,0.0
2020-04-05 19:58:19.518768046,606,1586145600000.0,0.021052,0.021441,0.021049,0.021261,92291.905,1586159999999.0,1962.38752357,30563.0,42310.786,899.40829007,0.0
2020-04-05 23:58:25.293551492,607,1586160000000.0,0.02126,0.021781,0.021206,0.021727,75377.407,1586174399999.0,1625.49724455,28155.0,38074.633,820.18855615,0.0
2020-04-06 03:58:31.068334938,608,1586174400000.0,0.021732,0.022578,0.021626,0.022576,115093.061,1586188799999.0,2536.23811521,42473.0,50962.783,1123.37026492,0.0
2020-04-06 07:58:36.843118383,609,1586188800000.0,0.022576,0.0231,0.022447,0.022722,105384.709,1586203199999.0,2409.40371721,42752.0,49787.815,1137.28303917,0.0
2020-04-06 11:58:42.617901829,610,1586203200000.0,0.022722,0.023444,0.022423,0.023375,84433.194,1586217599999.0,1932.16789051,29370.0,42967.072,984.15044442,0.0
2020-04-06 15:58:48.392685274,611,1586217600000.0,0.023377,0.023717,0.02301,0.023353,94283.271,1586231999999.0,2201.55821838,37437.0,45381.516,1059.38348632,0.0
2020-04-06 19:58:54.167468720,612,1586232000000.0,0.023351,0.023696,0.023248,0.023547,90195.691,1586246399999.0,2116.02105634,26142.0,44572.438,1045.58231899,0.0
2020-04-06 23:58:59.942252166,613,1586246400000.0,0.023555,0.023599,0.023313,0.023351,62481.107,1586260799999.0,1467.06627342,22085.0,26194.724,615.14475281,0.0
2020-04-07 03:59:05.717035611,614,1586260800000.0,0.023351,0.023474,0.023002,0.023101,75735.012,1586275199999.0,1758.94077432,27868.0,41528.633,964.58258039,0.0
2020-04-07 07:59:11.491819057,615,1586275200000.0,0.0231,0.023469,0.0231,0.023201,50169.853,1586289599999.0,1169.64714307,19871.0,25371.464,591.38553627,0.0
2020-04-07 11:59:17.266602503,616,1586289600000.0,0.023201,0.023368,0.022744,0.022872,64490.126,1586303999999.0,1489.30954795,30133.0,29759.696,687.56378098,0.0
2020-04-07 15:59:23.041385948,617,1586304000000.0,0.022872,0.023588,0.022772,0.023415,59078.412,1586318399999.0,1369.20109928,24952.0,33187.915,768.54133491,0.0
2020-04-07 19:59:28.816169394,618,1586318400000.0,0.023408,0.023528,0.023152,0.023252,47970.327,1586332799999.0,1119.96123018,19843.0,19448.142,454.34188597,0.0
2020-04-07 23:59:34.590952839,619,1586332800000.0,0.023259,0.02332,0.022979,0.023129,44790.61,1586347199999.0,1036.27591639,19323.0,19450.115,450.11642688,0.0
2020-04-08 03:59:40.365736285,620,1586347200000.0,0.023131,0.023312,0.02309,0.023237,24815.321,1586361599999.0,575.71850261,13046.0,10554.315,244.92880083,0.0
2020-04-08 07:59:46.140519731,621,1586361600000.0,0.023238,0.023406,0.023181,0.02331,34967.823,1586375999999.0,815.2358029,15214.0,20602.518,480.48854883,0.0
2020-04-08 11:59:51.915303176,622,1586376000000.0,0.023313,0.023539,0.023306,0.023517,34321.95,1586390399999.0,805.49784138,16078.0,19962.872,468.60591887,0.0
2020-04-08 15:59:57.690086622,623,1586390400000.0,0.02352,0.023542,0.023309,0.023353,23283.791,1586404799999.0,545.54557597,12848.0,11031.316,258.48433401,0.0
2020-04-08 20:00:03.464870068,624,1586404800000.0,0.023354,0.02352,0.02323,0.02352,21490.076,1586419199999.0,502.03832618,13456.0,11986.946,280.23450542,0.0
2020-04-09 00:00:09.239653513,625,1586419200000.0,0.02352,0.023584,0.0233,0.023377,36571.126,1586433599999.0,857.43681051,18082.0,16537.828,387.745762,0.0
2020-04-09 04:00:15.014436958,626,1586433600000.0,0.023375,0.023486,0.023209,0.023335,45746.633,1586447999999.0,1068.25833889,21110.0,27185.422,634.96692681,0.0
2020-04-09 08:00:20.789220404,627,1586448000000.0,0.023336,0.023378,0.023213,0.023289,20059.38,1586462399999.0,467.33247721,11537.0,11812.719,275.26068363,0.0
2020-04-09 12:00:26.564003850,628,1586462400000.0,0.023297,0.023382,0.023241,0.023275,12601.845,1586476799999.0,293.84380519,8769.0,5929.122,138.28814765,0.0
2020-04-09 16:00:32.338787296,629,1586476800000.0,0.02328,0.02334,0.022734,0.022773,56358.518,1586491199999.0,1299.96121132,20333.0,17649.383,407.71716419,0.0
2020-04-09 20:00:38.113570742,630,1586491200000.0,0.02277,0.023335,0.022426,0.02283,124814.868,1586505599999.0,2865.85952633,45741.0,61560.535,1414.58758682,0.0
2020-04-10 00:00:43.888354186,631,1586505600000.0,0.022826,0.022958,0.022667,0.022883,43509.96,1586519999999.0,994.30453641,18962.0,22564.844,515.88245747,0.0
2020-04-10 04:00:49.663137632,632,1586520000000.0,0.022879,0.022982,0.022564,0.022621,57372.903,1586534399999.0,1309.87662212,21994.0,25948.351,592.31102673,0.0
2020-04-10 08:00:55.437921078,633,1586534400000.0,0.022621,0.02296,0.022551,0.022923,43245.33,1586548799999.0,986.56872275,20969.0,24334.723,555.09420173,0.0
2020-04-10 12:01:01.212704524,634,1586548800000.0,0.022919,0.023147,0.022905,0.023003,29124.484,1586563199999.0,670.76219505,14297.0,14581.568,335.97120036,0.0
2020-04-10 16:01:06.987487970,635,1586563200000.0,0.023008,0.023192,0.023002,0.023167,26374.603,1586577599999.0,609.94842886,11007.0,14701.604,340.00555432,0.0
2020-04-10 20:01:12.762271416,636,1586577600000.0,0.023167,0.023267,0.023014,0.023074,27840.443,1586591999999.0,644.75016053,13766.0,12234.088,283.37972051,0.0
2020-04-11 00:01:18.537054860,637,1586592000000.0,0.023071,0.023125,0.022932,0.023102,23462.283,1586606399999.0,540.76655982,10190.0,11567.742,266.68108352,0.0
2020-04-11 04:01:24.311838306,638,1586606400000.0,0.023106,0.023129,0.022968,0.023032,19535.184,1586620799999.0,450.31404197,9281.0,9816.481,226.35194538,0.0
2020-04-11 08:01:30.086621752,639,1586620800000.0,0.023032,0.02307,0.022834,0.022878,26811.862,1586635199999.0,614.86065212,11476.0,10663.304,244.6226153,0.0
2020-04-11 12:01:35.861405198,640,1586635200000.0,0.022878,0.023072,0.022744,0.023022,35120.454,1586649599999.0,804.29807404,12519.0,17701.812,405.61831466,0.0
2020-04-11 16:01:41.636188644,641,1586649600000.0,0.023022,0.023107,0.02286,0.022865,15938.461,1586663999999.0,366.45379491,8790.0,6999.632,160.99344814,0.0
2020-04-11 20:01:47.410972088,642,1586664000000.0,0.022865,0.023017,0.022838,0.022998,15718.64,1586678399999.0,360.66468274,7583.0,7091.236,162.73379556,0.0
2020-04-12 00:01:53.185755534,643,1586678400000.0,0.023,0.023123,0.022999,0.023076,21360.416,1586692799999.0,492.57209036,9961.0,9317.161,214.92081768,0.0
2020-04-12 04:01:58.960538980,644,1586692800000.0,0.023076,0.023212,0.023,0.023078,36987.296,1586707199999.0,854.15123518,15839.0,16947.482,391.53964301,0.0
2020-04-12 08:02:04.735322426,645,1586707200000.0,0.023086,0.023093,0.022814,0.023018,52055.15,1586721599999.0,1195.29614669,20420.0,24021.854,551.7789086,0.0
2020-04-12 12:02:10.510105872,646,1586721600000.0,0.023024,0.023092,0.022893,0.022979,27438.473,1586735999999.0,631.49278699,11743.0,11423.246,262.94428213,0.0
2020-04-12 16:02:16.284889316,647,1586736000000.0,0.022977,0.023073,0.022678,0.022823,68083.853,1586750399999.0,1556.44561274,22597.0,34897.705,798.12814924,0.0
2020-04-12 20:02:22.059672762,648,1586750400000.0,0.022815,0.022891,0.022715,0.022752,26340.338,1586764799999.0,600.35178994,11589.0,11414.288,260.18396881,0.0
2020-04-13 00:02:27.834456208,649,1586764800000.0,0.022752,0.022952,0.0226,0.022909,59254.514,1586779199999.0,1350.45593443,16514.0,25898.077,590.81329095,0.0
2020-04-13 04:02:33.609239654,650,1586779200000.0,0.022909,0.022998,0.022732,0.022766,37198.465,1586793599999.0,849.83969491,14376.0,16859.729,385.30715582,0.0
2020-04-13 08:02:39.384023100,651,1586793600000.0,0.022769,0.022848,0.022704,0.022821,18521.3,1586807999999.0,421.69238051,7068.0,9340.041,212.72693521,0.0
2020-04-13 12:02:45.158806544,652,1586808000000.0,0.02283,0.023118,0.022829,0.022856,47540.303,1586822399999.0,1092.994744,16179.0,27927.47,642.17632137,0.0
